"R e,out","t e,out","R e,in","t e,in",Aso,Asi,As,Ac,Ak,χ,e,γ,"R e,out/R e,in",t out/t in,φ r,"fy,out","fy,in","fc,ref",L,e/L,N0/kN,Nexp/kN
98.169,3.385137501,35.88245751,3.385137501,2124.0,799.2,2923.2,25431.84,4044.96,0.4,0.0,0.0,2.736,1.0,1.05,268.26,268.26,39.11,480.0,0.0,1778.71,2104.81
98.169,3.385137501,45.69935627,3.385137501,2124.0,1008.0,3132.0,22707.0,6561.0,0.5,0.0,0.0,2.148,1.0,1.05,268.26,268.26,39.11,480.0,0.0,1728.17,1952.05
98.169,3.385137501,55.51625502,3.385137501,2124.0,1216.8,3340.8,19376.64,9682.56,0.6,0.0,0.0,1.768,1.0,1.05,268.26,268.26,39.11,480.0,0.0,1653.95,1884.85
98.169,3.385137501,65.33315377,3.385137501,2124.0,1425.6,3549.6,15440.76,13409.64,0.7,0.0,0.0,1.503,1.0,1.05,268.26,268.26,39.11,480.0,0.0,1556.04,1733.7
98.169,3.385137501,75.15005253,3.385137501,2124.0,1634.4,3758.4,10899.36,17742.24,0.8,0.0,0.0,1.306,1.0,1.05,268.26,268.26,39.11,480.0,0.0,1434.46,1582.87
98.169,3.385137501,35.88245751,3.385137501,2124.0,799.2,2923.2,25431.84,4044.96,0.4,0.0,0.0,2.736,1.0,1.05,336.54,336.54,39.11,400.0,0.0,1978.31,2349.34
98.169,3.385137501,35.88245751,3.385137501,2124.0,799.2,2923.2,25431.84,4044.96,0.4,0.0,0.0,2.736,1.0,1.05,336.54,336.54,39.11,500.0,0.0,1978.31,2298.75
98.169,3.385137501,35.88245751,3.385137501,2124.0,799.2,2923.2,25431.84,4044.96,0.4,0.0,0.0,2.736,1.0,1.05,336.54,336.54,39.11,600.0,0.0,1978.31,2287.06
98.169,3.385137501,35.88245751,3.385137501,2124.0,799.2,2923.2,25431.84,4044.96,0.4,0.0,0.0,2.736,1.0,1.05,336.54,336.54,39.11,700.0,0.0,1978.31,2228.38
98.169,3.385137501,35.88245751,3.385137501,2124.0,799.2,2923.2,25431.84,4044.96,0.4,0.0,0.0,2.736,1.0,1.05,336.54,336.54,39.11,720.0,0.0,1978.31,2216.35
98.169,3.385137501,35.88245751,3.385137501,2124.0,799.2,2923.2,25431.84,4044.96,0.4,0.0,0.0,2.736,1.0,1.05,336.54,336.54,39.11,820.0,0.0,1978.31,2168.8
98.169,3.385137501,35.88245751,3.385137501,2124.0,799.2,2923.2,25431.84,4044.96,0.4,0.0,0.0,2.736,1.0,1.05,336.54,336.54,39.11,920.0,0.0,1978.31,2127.99
98.169,3.385137501,35.88245751,3.385137501,2124.0,799.2,2923.2,25431.84,4044.96,0.4,0.0,0.0,2.736,1.0,1.05,336.54,336.54,39.11,1020.0,0.0,1978.31,2093.18
94.784,6.770275003,16.24866001,3.385137501,4176.0,381.6,4557.6,27012.96,829.44,0.2071,0.0,0.0,5.833,2.0,1.04,268.26,268.26,32.88,480.0,0.0,2110.77,2384.89
94.784,6.770275003,16.24866001,3.385137501,4176.0,381.6,4557.6,27012.96,829.44,0.2071,0.0,0.0,5.833,2.0,1.05,268.26,268.26,42.07,480.0,0.0,2358.98,2613.44
94.784,6.770275003,16.24866001,3.385137501,4176.0,381.6,4557.6,27012.96,829.44,0.2071,0.0,0.0,5.833,2.0,1.06,268.26,268.26,51.43,480.0,0.0,2611.92,2845.98
94.784,6.770275003,16.24866001,3.385137501,4176.0,381.6,4557.6,27012.96,829.44,0.2071,0.0,0.0,5.833,2.0,1.07,268.26,268.26,60.94,480.0,0.0,2868.79,3073.37
94.784,6.770275003,16.24866001,3.385137501,4176.0,381.6,4557.6,27012.96,829.44,0.2071,0.0,0.0,5.833,2.0,1.08,268.26,268.26,70.57,480.0,0.0,3129.02,3260.47
94.784,6.770275003,16.24866001,3.385137501,4176.0,381.6,4557.6,27012.96,829.44,0.2071,0.0,0.0,5.833,2.0,1.09,268.26,268.26,80.32,480.0,0.0,3392.19,3657.64
51.295,5.91,20.95400113,1.692568751,2014.5,231.84,2246.34,6654.87,1379.3796,0.3913,0.0,0.0,2.448,3.94,1.0,454.0,492.0,57.64,401.0,0.0,1412.24,1410.0
52.545,4.66,20.61548738,2.031082501,1606.72,276.05,1882.77,7062.65,1335.1716,0.382,0.0,0.0,2.549,2.589,1.0,416.0,492.0,57.64,401.0,0.0,1211.31,1295.0
53.735,3.47,20.61548738,2.031082501,1209.39,276.05,1485.44,7459.97,1335.1716,0.3735,0.0,0.0,2.607,1.928,1.0,453.0,492.0,57.64,401.0,0.0,1113.67,1145.0
54.245,2.96,20.61548738,2.031082501,1036.39,276.05,1312.43,7632.98,1335.1716,0.37,0.0,0.0,2.631,1.644,1.0,430.0,492.0,57.64,401.0,0.0,1021.44,1050.0
66.415,3.42,33.98113862,2.787096543,1463.9,619.48,2083.38,9610.29,3627.6529,0.4906,0.0,0.0,1.954,1.385,1.0,379.0,392.0,57.64,399.0,0.0,1351.6,1315.0
66.895,2.94,33.98113862,2.787096543,1262.88,619.48,1882.35,9811.31,3627.6529,0.4871,0.0,0.0,1.969,1.19,1.0,357.0,392.0,57.64,399.0,0.0,1259.22,1215.0
79.15,3.44,39.20553416,3.272299585,1747.94,839.72,2587.66,14012.62,4828.8601,0.4756,0.0,0.0,2.019,1.186,1.0,433.0,400.0,57.64,400.0,0.0,1900.45,1690.0
79.69,2.9,39.20553416,3.272299585,1478.47,839.72,2318.2,14282.09,4828.8601,0.4724,0.0,0.0,2.033,1.0,1.0,395.0,400.0,57.64,400.0,0.0,1743.12,1665.0
43.0,14.0,18.05406667,15.79730834,4398.23,2576.0,6974.23,2208.8,1024.0,0.6977,0.0,0.0,2.382,1.0,1.0,300.0,336.0,34.52,400.0,0.0,2185.0,568.5
43.0,14.0,18.05406667,15.79730834,4398.23,2576.0,6974.23,2208.8,1024.0,0.6977,0.0,0.0,2.382,1.0,1.0,300.0,336.0,34.52,400.0,0.0,2185.0,556.0
43.0,14.0,18.05406667,15.79730834,4398.23,2576.0,6974.23,2208.8,1024.0,0.6977,0.0,0.0,2.382,1.0,1.0,300.0,336.0,31.79,400.0,0.0,2185.0,557.5
43.0,14.0,18.05406667,15.79730834,4398.23,2576.0,6974.23,2208.8,1024.0,0.6977,0.0,0.0,2.382,1.0,1.0,300.0,336.0,31.79,400.0,0.0,2185.0,545.0
43.0,14.0,18.05406667,15.79730834,4398.23,2576.0,6974.23,2208.8,1024.0,0.6977,0.0,0.0,2.382,1.0,1.0,300.0,336.0,31.43,400.0,0.0,2185.0,525.0
43.0,14.0,18.05406667,15.79730834,4398.23,2576.0,6974.23,2208.8,1024.0,0.6977,0.0,0.0,2.382,1.0,1.0,300.0,336.0,31.43,400.0,0.0,2185.0,534.0
43.0,14.0,18.05406667,15.79730834,4398.23,2576.0,6974.23,2208.8,1024.0,0.6977,0.0,0.0,2.382,1.0,1.0,300.0,336.0,30.88,400.0,0.0,2185.0,556.0
43.0,14.0,18.05406667,15.79730834,4398.23,2576.0,6974.23,2208.8,1024.0,0.6977,0.0,0.0,2.382,1.0,1.0,300.0,336.0,30.88,400.0,0.0,2185.0,575.0
43.0,14.0,18.05406667,15.79730834,4398.23,2576.0,6974.23,2208.8,1024.0,0.6977,0.0,0.0,2.382,1.0,1.0,300.0,336.0,28.09,400.0,0.0,2185.0,479.0
43.0,14.0,18.05406667,15.79730834,4398.23,2576.0,6974.23,2208.8,1024.0,0.6977,0.0,0.0,2.382,1.0,1.0,300.0,336.0,28.09,400.0,0.0,2185.0,465.0
94.88,3.62,64.28,3.72,2199.23,1545.92,3745.15,13754.57,12980.8,0.7167,0.0,0.0348,1.476,0.973,1.0,319.6,380.6,51.43,660.0,0.0,1998.66,2384.0
94.88,3.62,64.28,3.72,2199.23,1545.92,3745.15,13754.57,12980.8,0.7167,0.0,0.0348,1.476,0.973,1.0,319.6,380.6,51.43,660.0,0.0,1998.66,2415.0
94.88,3.62,37.78,3.72,2199.23,926.52,3125.75,22870.68,4484.08,0.4374,0.0,0.0348,2.511,0.973,1.0,319.6,380.6,51.43,660.0,0.0,2231.76,3067.0
94.88,3.62,37.78,3.72,2199.23,926.52,3125.75,22870.68,4484.08,0.4374,0.0,0.0348,2.511,0.973,1.0,319.6,380.6,51.43,660.0,0.0,2231.76,2976.0
94.88,3.62,64.28,3.72,2199.23,1545.92,3745.15,13754.57,12980.8,0.7167,0.0,0.0348,1.476,0.973,1.0,319.6,380.6,51.43,660.0,0.0,1998.66,1420.0
94.88,3.62,64.28,3.72,2199.23,1545.92,3745.15,13754.57,12980.8,0.7167,0.0,0.0348,1.476,0.973,1.0,319.6,380.6,51.43,660.0,0.0,1998.66,1420.0
107.061,4.084732585,64.28,3.72,2800.14,1545.92,4346.06,21482.13,12980.8,0.7167,0.0,0.0348,1.666,0.973,1.06,319.6,380.6,51.43,660.0,0.0,2588.14,2713.0
107.061,4.084732585,64.28,3.72,2800.14,1545.92,4346.06,21482.13,12980.8,0.7167,0.0,0.0348,1.666,0.973,1.06,319.6,380.6,51.43,660.0,0.0,2588.14,2641.0
107.061,4.084732585,37.78,3.72,2800.14,926.52,3726.67,30598.25,4484.08,0.4374,0.0,0.0348,2.834,0.973,1.06,319.6,380.6,51.43,660.0,0.0,2821.25,3346.0
107.061,4.084732585,37.78,3.72,2800.14,926.52,3726.67,30598.25,4484.08,0.4374,0.0,0.0348,2.834,0.973,1.06,319.6,380.6,51.43,660.0,0.0,2821.25,3193.0
107.061,4.084732585,64.28,3.72,2800.14,1545.92,4346.06,21482.13,12980.8,0.7167,0.0,0.0348,1.666,0.973,1.06,319.6,380.6,51.43,660.0,0.0,2588.14,1091.0
107.061,4.084732585,64.28,3.72,2800.14,1545.92,4346.06,21482.13,12980.8,0.7167,0.0,0.0348,1.666,0.973,1.06,319.6,380.6,51.43,660.0,0.0,2588.14,1103.0
171.18,3.82,112.58,2.92,4154.47,2092.28,6246.75,50147.18,39817.35,0.6747,0.0,0.02,1.521,1.308,1.0,439.3,396.5,44.39,1050.0,0.0,4880.83,5499.0
171.18,3.82,112.58,2.92,4154.47,2092.28,6246.75,50147.18,39817.35,0.6747,0.0,0.02,1.521,1.308,1.0,439.3,396.5,44.39,1050.0,0.0,4880.83,5396.0
160.68,3.82,102.08,2.92,3902.45,1899.64,5802.09,46473.78,32736.42,0.6535,0.0,0.04,1.574,1.308,1.0,439.3,396.5,44.39,1050.0,0.0,4530.66,4942.0
160.68,3.82,102.08,2.92,3902.45,1899.64,5802.09,46473.78,32736.42,0.6535,0.0,0.04,1.574,1.308,1.0,439.3,396.5,44.39,1050.0,0.0,4530.66,4921.0
150.18,3.82,91.58,2.92,3650.43,1707.0,5357.42,42800.37,26348.21,0.6292,0.0,0.02,1.64,1.308,1.0,439.3,396.5,44.39,1050.0,0.0,4180.49,4569.0
150.18,3.82,91.58,2.92,3650.43,1707.0,5357.42,42800.37,26348.21,0.6292,0.0,0.02,1.64,1.308,1.0,439.3,396.5,44.39,1050.0,0.0,4180.49,4600.0
137.18,3.82,87.08,2.92,3338.41,1624.43,4962.84,33672.7,23822.47,0.6561,0.0,0.02,1.575,1.308,1.0,439.3,396.5,44.39,900.0,0.0,3605.48,3874.0
137.18,3.82,87.08,2.92,3338.41,1624.43,4962.84,33672.7,23822.47,0.6561,0.0,0.02,1.575,1.308,1.0,439.3,396.5,44.39,900.0,0.0,3605.48,4048.0
113.68,3.82,72.08,2.92,2774.36,1349.23,4123.6,22927.79,16322.23,0.6597,0.0,0.02,1.577,1.308,1.0,439.3,396.5,44.39,750.0,0.0,2771.58,3090.0
113.68,3.82,72.08,2.92,2774.36,1349.23,4123.6,22927.79,16322.23,0.6597,0.0,0.02,1.577,1.308,1.0,439.3,396.5,44.39,750.0,0.0,2771.58,3116.0
139.0,6.0,66.0,4.0,5353.27,1709.03,7062.3,45304.91,13684.78,0.5036,0.0,0.02,2.106,1.5,1.0,763.0,748.0,92.96,1500.0,0.0,9574.24,10438.1
139.0,6.0,81.0,4.0,5353.27,2086.02,7439.29,38000.7,20611.99,0.6115,0.0,0.02,1.716,1.5,1.0,763.0,748.0,92.96,1500.0,0.0,9177.26,9815.2
114.0,6.0,66.0,4.0,4410.8,1709.03,6119.82,25434.33,13684.78,0.614,0.0,0.02,1.727,1.5,1.0,763.0,748.0,92.96,1500.0,0.0,7008.05,8027.13
124.0,6.0,51.0,4.0,4787.79,1332.04,6119.82,38801.81,8171.28,0.4435,0.0,0.02,2.431,1.5,1.0,763.0,748.0,92.96,3000.0,0.0,8256.29,9645.8
139.0,6.0,66.0,4.0,5353.27,1709.03,7062.3,45304.91,13684.78,0.5036,0.0,0.02,2.106,1.5,1.0,763.0,748.0,92.96,1500.0,0.0,9574.24,11016.61
139.0,6.0,81.0,4.0,5353.27,2086.02,7439.29,38000.7,20611.99,0.6115,0.0,0.02,1.716,1.5,1.0,763.0,748.0,92.69,1500.0,0.0,9167.1,9836.21
114.0,6.0,66.0,4.0,4410.8,1709.03,6119.82,25434.33,13684.78,0.614,0.0,0.02,1.727,1.5,1.0,763.0,748.0,92.69,1500.0,0.0,7001.25,8112.2
124.0,6.0,51.0,4.0,4787.79,1332.04,6119.82,38801.81,8171.28,0.4435,0.0,0.02,2.431,1.5,1.0,763.0,748.0,92.69,3000.0,0.0,8245.91,9413.2
165.88,3.12,135.88,3.12,3282.42,2694.31,5976.73,25745.9,58004.4,0.838,0.0,0.02,1.221,1.0,1.0,788.0,788.0,107.82,1080.0,0.0,7485.54,6800.0
137.88,3.12,107.88,3.12,2733.52,2145.41,4878.93,21016.92,36562.15,0.805,0.0,0.02,1.278,1.0,1.0,788.0,788.0,107.82,900.0,0.0,6110.61,6051.0
137.88,3.12,107.03,3.97,2733.52,2719.3,5452.81,21016.92,35988.27,0.805,0.0,0.02,1.288,0.786,1.0,788.0,755.0,107.82,900.0,0.0,6473.09,6616.0
137.03,3.97,90.03,5.97,3467.62,3489.05,6956.67,30037.46,25463.87,0.7006,0.0,0.02,1.522,0.665,1.0,755.0,708.0,107.82,900.0,0.0,8326.9,9577.0
135.03,5.97,90.03,5.97,5177.03,3489.05,8666.08,28328.06,25463.87,0.711,0.0,0.02,1.5,1.0,1.0,708.0,708.0,107.82,900.0,0.0,9189.87,9950.0
87.22,2.78,64.72,2.78,1547.77,1154.76,2702.53,9585.25,13159.12,0.7739,0.0,0.02,1.348,1.0,1.0,281.0,281.0,52.94,1000.0,0.0,1266.88,1220.0
87.22,2.78,64.72,2.78,1547.77,1154.76,2702.53,9585.25,13159.12,0.7739,20.0,0.02,1.348,1.0,1.0,281.0,281.0,52.94,1000.0,0.02,1266.88,1020.0
87.22,2.78,64.72,2.78,1547.77,1154.76,2702.53,9585.25,13159.12,0.7739,40.0,0.02,1.348,1.0,1.0,281.0,281.0,52.94,1000.0,0.04,1266.88,780.0
87.22,2.78,64.72,2.78,1547.77,1154.76,2702.53,9585.25,13159.12,0.7739,60.0,0.02,1.348,1.0,1.0,281.0,281.0,52.94,1000.0,0.06,1266.88,570.0
84.72,2.78,62.22,2.78,1504.11,1111.09,2615.2,9275.48,12162.14,0.7672,0.0,0.02,1.362,1.0,1.0,281.0,281.0,52.94,1250.0,0.0,1225.94,1200.0
84.72,2.78,62.22,2.78,1504.11,1111.09,2615.2,9275.48,12162.14,0.7672,20.0,0.02,1.362,1.0,1.0,281.0,281.0,52.94,1250.0,0.016,1225.94,920.0
84.72,2.78,62.22,2.78,1504.11,1111.09,2615.2,9275.48,12162.14,0.7672,40.0,0.02,1.362,1.0,1.0,281.0,281.0,52.94,1250.0,0.032,1225.94,820.0
84.72,2.78,62.22,2.78,1504.11,1111.09,2615.2,9275.48,12162.14,0.7672,60.0,0.02,1.362,1.0,1.0,281.0,281.0,52.94,1250.0,0.048,1225.94,580.0
82.22,2.78,59.72,2.78,1460.44,1067.42,2527.86,8965.72,11204.42,0.7602,0.0,0.02,1.377,1.0,1.0,281.0,281.0,52.94,1500.0,0.0,1185.0,1140.0
82.22,2.78,59.72,2.78,1460.44,1067.42,2527.86,8965.72,11204.42,0.7602,20.0,0.02,1.377,1.0,1.0,281.0,281.0,52.94,1500.0,0.013333333,1185.0,860.0
82.22,2.78,59.72,2.78,1460.44,1067.42,2527.86,8965.72,11204.42,0.7602,40.0,0.02,1.377,1.0,1.0,281.0,281.0,52.94,1500.0,0.026666667,1185.0,720.0
82.22,2.78,59.72,2.78,1460.44,1067.42,2527.86,8965.72,11204.42,0.7602,60.0,0.02,1.377,1.0,1.0,281.0,281.0,52.94,1500.0,0.04,1185.0,560.0
167.0,3.0,134.5,2.5,4044.0,762.36,4806.36,127667.45,56832.2,0.8204,0.0,0.0396,1.242,1.2,1.0,326.67,336.67,30.74,1465.0,0.0,2636.19,2391.0
147.0,3.0,114.5,2.5,3564.0,648.2,4212.2,98186.74,41187.07,0.7959,0.0,0.0669,1.284,1.2,1.0,326.67,336.67,30.74,1465.0,0.0,2291.38,2350.0
167.0,3.0,124.5,2.5,4044.0,705.28,4749.28,125401.25,48695.47,0.7605,0.0,0.0396,1.341,1.2,1.0,326.67,336.67,30.74,1465.0,0.0,2838.25,2599.0
167.0,3.0,114.5,2.5,4044.0,648.2,4692.2,123306.74,41187.07,0.7006,0.0,0.0396,1.459,1.2,1.0,326.67,336.67,30.74,1465.0,0.0,3021.01,2885.0
166.5,3.5,134.0,3.0,4711.0,910.11,5621.11,127000.45,56410.44,0.8228,0.0,0.0396,1.243,1.167,1.0,350.0,350.0,30.74,1465.0,0.0,3053.58,2555.0
167.5,2.5,135.0,2.0,3375.0,613.03,3988.03,128336.45,57255.53,0.8179,0.0,0.0396,1.241,1.25,1.0,336.67,305.0,30.74,1465.0,0.0,2310.56,2094.0
196.0,3.0,163.5,2.5,4740.0,927.89,5667.89,177318.27,83981.84,0.8469,0.0,0.0,1.199,1.2,1.0,326.67,336.67,30.74,1465.0,0.0,3136.16,2844.0
77.22,2.78,49.72,2.78,1373.1,892.75,2265.85,10074.08,7766.26,0.6799,0.0,0.0196,1.553,1.0,1.0,281.0,281.0,40.4,510.0,0.0,1043.69,1228.0
77.22,2.78,49.72,2.78,1373.1,892.75,2265.85,10074.08,7766.26,0.6799,0.0,0.0196,1.553,1.0,1.0,281.0,281.0,40.4,510.0,0.0,1043.69,1229.0
77.22,2.78,57.72,2.78,1373.1,1032.49,2405.59,7234.08,10466.53,0.7835,0.0,0.0196,1.338,1.0,1.0,281.0,281.0,40.4,510.0,0.0,968.22,1108.0
77.22,2.78,57.72,2.78,1373.1,1032.49,2405.59,7234.08,10466.53,0.7835,0.0,0.0196,1.338,1.0,1.0,281.0,281.0,40.4,510.0,0.0,968.22,1100.0
81.72,2.78,52.72,2.78,1451.7,945.15,2396.86,11303.16,8731.74,0.6791,0.0,0.02,1.55,1.0,1.0,281.0,281.0,40.4,540.0,0.0,1130.16,1320.0
81.72,2.78,52.72,2.78,1451.7,945.15,2396.86,11303.16,8731.74,0.6791,0.0,0.02,1.55,1.0,1.0,281.0,281.0,40.4,540.0,0.0,1130.16,1380.0
81.72,2.78,61.22,2.78,1451.7,1093.62,2545.33,8112.09,11774.34,0.7832,0.0,0.02,1.335,1.0,1.0,281.0,281.0,40.4,540.0,0.0,1042.96,1152.0
81.72,2.78,61.22,2.78,1451.7,1093.62,2545.33,8112.09,11774.34,0.7832,0.0,0.02,1.335,1.0,1.0,281.0,281.0,40.4,540.0,0.0,1042.96,1170.0
86.72,2.78,56.22,2.78,1539.04,1006.29,2545.33,12690.02,9929.6,0.6804,0.0,0.0192,1.543,1.0,1.0,281.0,281.0,40.4,570.0,0.0,1227.9,1420.0
86.72,2.78,56.22,2.78,1539.04,1006.29,2545.33,12690.02,9929.6,0.6804,0.0,0.0192,1.543,1.0,1.0,281.0,281.0,40.4,570.0,0.0,1227.9,1360.0
86.72,2.78,65.22,2.78,1539.04,1163.49,2702.53,9099.18,13363.23,0.7841,0.0,0.0192,1.33,1.0,1.0,281.0,281.0,40.4,570.0,0.0,1127.01,1240.0
86.72,2.78,65.22,2.78,1539.04,1163.49,2702.53,9099.18,13363.23,0.7841,0.0,0.0192,1.33,1.0,1.0,281.0,281.0,40.4,570.0,0.0,1127.01,1270.0
134.42,4.08,37.46,3.04,3498.21,744.55,4242.76,51611.61,4408.44,0.3013,0.0,0.0256,3.588,1.342,1.0,697.5,704.2,41.1,900.0,0.0,5085.69,5780.0
134.42,4.08,77.96,3.04,3498.21,1518.14,5016.34,36152.62,19093.85,0.6026,0.0,0.0256,1.724,1.342,1.0,697.5,704.2,41.1,900.0,0.0,4995.04,5611.0
134.42,4.08,77.96,3.04,3498.21,1518.14,5016.34,36152.62,19093.85,0.6026,0.0,0.0256,1.724,1.342,1.0,697.5,704.2,41.1,900.0,0.0,4995.04,5486.5
134.42,4.08,118.46,3.04,3498.21,2291.72,5789.93,10387.63,44085.25,0.9039,0.0,0.0256,1.135,1.342,1.0,697.5,704.2,41.1,900.0,0.0,4480.79,4351.4
134.42,4.08,118.46,3.04,3498.21,2291.72,5789.93,10387.63,44085.25,0.9039,0.0,0.0256,1.135,1.342,1.0,697.5,704.2,41.1,900.0,0.0,4480.79,4090.3
134.42,4.08,118.46,3.04,3498.21,2291.72,5789.93,10387.63,44085.25,0.9039,0.0,0.0256,1.135,1.342,1.0,697.5,704.2,44.39,900.0,0.0,4514.97,4587.4
134.42,4.08,118.46,3.04,3498.21,2291.72,5789.93,10387.63,44085.25,0.9039,0.0,0.0256,1.135,1.342,1.0,697.5,704.2,41.1,900.0,0.0,4480.79,4304.7
145.92,4.08,48.96,3.04,3793.01,964.21,4757.23,58397.95,7530.65,0.3564,0.0,0.0,2.98,1.342,1.0,697.5,704.2,41.1,900.0,0.0,5724.94,6172.8
145.92,4.08,89.46,3.04,3793.01,1737.8,5530.81,40012.57,25142.45,0.6339,0.0,0.0,1.631,1.342,1.0,697.5,704.2,41.1,900.0,0.0,5514.01,5945.7
145.92,4.08,129.96,3.04,3793.01,2511.38,6304.4,11321.19,53060.25,0.9115,0.0,0.0,1.123,1.342,1.0,697.5,704.2,41.1,900.0,0.0,4879.48,4594.7
145.92,4.08,129.96,3.04,3793.01,2511.38,6304.4,11321.19,53060.25,0.9115,0.0,0.0,1.123,1.342,1.0,697.5,704.2,41.1,900.0,0.0,4879.48,4550.2
171.18,3.82,112.58,2.92,4154.47,2092.28,6246.75,50147.18,39817.35,0.6747,0.0,0.0,1.521,1.308,1.0,439.3,396.5,42.07,1050.0,0.0,4764.19,5499.0
160.68,3.82,102.08,2.92,3902.45,1899.64,5802.09,46473.78,32736.42,0.6535,0.0,0.02,1.574,1.308,1.0,439.3,396.5,42.07,1050.0,0.0,4422.57,4942.0
150.18,3.82,91.58,2.92,3650.43,1707.0,5357.42,42800.37,26348.21,0.6292,0.0,0.04,1.64,1.308,1.0,439.3,396.5,42.07,1050.0,0.0,4080.95,4569.0
137.18,3.82,87.08,2.92,3338.41,1624.43,4962.84,33672.7,23822.47,0.6561,0.0,0.02,1.575,1.308,1.0,439.3,396.5,42.07,900.0,0.0,3527.16,3874.0
81.72,2.78,58.22,2.78,1451.7,1041.22,2492.93,9290.19,10648.64,0.7465,0.0,0.02,1.404,1.0,1.0,281.0,281.0,52.94,540.0,0.0,1192.36,1320.0
81.72,2.78,66.72,2.78,1451.7,1189.69,2641.4,5805.38,13984.98,0.8505,0.0,0.02,1.225,1.0,1.0,281.0,281.0,52.94,540.0,0.0,1049.59,1152.0
86.22,2.78,61.72,2.78,1530.31,1102.36,2632.66,10284.44,11967.45,0.7481,0.0,0.0193,1.397,1.0,1.0,281.0,281.0,52.94,570.0,0.0,1284.27,1420.0
86.22,2.78,70.72,2.78,1530.31,1259.56,2789.87,6382.58,15712.11,0.8525,0.0,0.0193,1.219,1.0,1.0,281.0,281.0,52.94,570.0,0.0,1121.87,1240.0
214.21,2.79,169.21,2.79,3779.57,2990.72,6770.29,51214.0,89950.16,0.803,0.0,0.02,1.266,1.0,1.0,465.0,465.0,41.33,1400.0,0.0,5264.61,4409.0
214.21,2.79,169.21,2.79,3779.57,2990.72,6770.29,51214.0,89950.16,0.803,0.0,0.02,1.266,1.0,1.0,465.0,465.0,41.33,1400.0,0.0,5264.61,4570.0
213.18,3.82,169.21,2.79,5162.54,2990.72,8153.26,49831.04,89950.16,0.8068,0.0,0.02,1.26,1.369,1.0,383.0,465.0,41.33,1400.0,0.0,5427.21,4978.0
213.18,3.82,169.21,2.79,5162.54,2990.72,8153.26,49831.04,89950.16,0.8068,0.0,0.02,1.26,1.369,1.0,383.0,465.0,41.33,1400.0,0.0,5427.21,5102.0
211.2,5.8,169.21,2.79,7802.33,2990.72,10793.05,47191.25,89950.16,0.8144,0.0,0.02,1.248,2.079,1.0,370.0,465.0,41.33,1400.0,0.0,6227.73,5909.0
211.2,5.8,144.21,2.79,7802.33,2552.47,10354.8,72245.45,65334.21,0.696,0.0,0.02,1.465,2.079,1.0,370.0,465.0,41.33,1400.0,0.0,7059.31,6670.0
211.2,5.8,143.18,3.82,7802.33,3482.42,11284.75,72245.45,64404.26,0.696,0.0,0.02,1.475,1.518,1.0,370.0,383.0,41.33,1400.0,0.0,7206.18,6714.0
211.2,5.8,141.2,5.8,7802.33,5251.36,13053.69,72245.45,62635.32,0.696,0.0,0.02,1.496,1.0,1.0,370.0,370.0,41.33,1400.0,0.0,7815.42,7827.0
174.42,3.08,138.42,3.08,3196.35,2708.54,5904.88,19505.36,60193.22,0.8113,0.0,0.02,1.26,1.0,1.0,521.0,521.0,41.33,1150.0,0.0,4535.47,2208.0
174.42,3.08,138.42,3.08,3196.35,2708.54,5904.88,19505.36,60193.22,0.8113,0.0,0.02,1.26,1.0,1.0,521.0,521.0,41.33,1150.0,0.0,4535.47,4511.0
