"R e,out","t e,out","R e,in","t e,in",e,"fy,out","fy,in","fc,ref",L/r,ke,N0,Nexp
265.24,3.76,203.37,5.63,0.0,253.8,296.3,45.98,8.896151302,1.0,7615.47,8949.7
265.24,3.76,218.87,5.63,0.0,253.8,296.3,45.98,8.650704721,1.0,6807.32,7924.7
265.24,3.76,232.87,5.63,0.0,253.8,296.3,45.98,8.431843401,1.0,6017.72,6036.7
265.24,3.76,203.37,5.63,0.0,253.8,296.3,24.44,8.896151302,1.0,5810.59,7896.6
265.24,3.76,218.87,5.63,0.0,253.8,296.3,24.44,8.650704721,1.0,5457.14,6735.2
265.24,3.76,232.87,5.63,0.0,253.8,296.3,24.44,8.431843401,1.0,5106.19,5966.8
263.37,5.63,204.37,5.63,0.0,296.3,296.3,24.44,8.880245335,1.0,6901.35,8864.0
263.37,5.63,218.37,5.63,0.0,296.3,296.3,24.44,8.658578439,1.0,6581.57,8068.0
263.37,5.63,230.87,5.63,0.0,296.3,296.3,24.44,8.462902558,1.0,6270.62,6774.0
79.72,2.78,41.82,2.68,0.0,200.0,193.3,109.42,10.70338479,1.0,1927.82,2040.0
79.72,2.78,54.24,2.76,0.0,200.0,193.3,100.51,10.02703124,1.0,1450.64,1900.0
79.72,2.78,67.0,3.0,0.0,200.0,208.3,103.11,9.315091052,1.0,1023.74,1320.0
107.05,2.45,54.24,2.76,0.0,225.0,193.3,97.01,10.7530835,1.0,3063.94,3414.0
107.05,2.45,67.0,3.0,0.0,225.0,208.3,103.29,10.23591396,1.0,2772.66,2852.0
107.05,2.45,79.72,2.78,0.0,225.0,200.0,93.98,9.701305627,1.0,2032.24,2150.0
133.83,2.67,67.0,3.0,0.0,235.0,208.3,82.17,10.77229508,1.0,4160.34,4845.0
133.83,2.67,79.72,2.78,0.0,235.0,200.0,82.17,10.36220609,1.0,3682.66,4150.0
78.9,3.7,18.15,3.2,0.0,357.7,409.8,53.7,13.4798683,1.0,1807.54,1898.0
78.9,3.7,18.15,3.2,0.0,357.7,409.8,90.7,13.4798683,1.0,2478.17,2512.0
78.9,3.7,18.15,3.2,0.0,357.7,409.8,141.0,13.4798683,1.0,3389.86,3412.0
78.9,3.7,35.35,2.8,0.0,357.7,385.6,53.7,12.68831676,1.0,1725.48,1839.0
78.9,3.7,35.35,2.8,0.0,357.7,385.6,90.7,12.68831676,1.0,2279.92,2400.0
78.9,3.7,35.35,2.8,0.0,357.7,385.6,141.0,12.68831676,1.0,3033.65,2885.0
76.6,6.0,35.35,2.8,0.0,347.0,385.6,53.7,12.68831676,1.0,2034.94,2045.0
76.6,6.0,35.35,2.8,0.0,347.0,385.6,90.7,12.68831676,1.0,2547.81,2920.0
76.6,6.0,35.35,2.8,0.0,347.0,385.6,141.0,12.68831676,1.0,3245.02,3389.0
78.9,3.7,35.35,2.8,0.0,357.7,385.6,53.7,12.68831676,1.0,1725.48,2634.0
76.6,6.0,35.35,2.8,0.0,428.6,385.6,90.7,12.68831676,1.0,2792.68,3212.0
76.6,6.0,35.35,2.8,0.0,428.6,385.6,141.0,12.68831676,1.0,3489.89,3566.0
67.0,3.0,19.0,5.0,0.0,285.0,290.0,37.82,13.78687581,1.0,1028.75,1232.4
67.0,3.0,24.0,5.0,0.0,285.0,290.0,37.82,13.51351519,1.0,1042.82,1223.7
65.0,5.0,31.0,3.0,0.0,290.0,285.0,37.82,13.06213759,1.0,1154.17,1347.0
65.0,5.0,36.0,3.0,0.0,290.0,285.0,37.82,12.70411151,1.0,1137.67,1334.3
87.0,3.0,19.0,5.0,0.0,300.0,320.0,37.82,10.87149304,1.0,1547.39,1852.2
87.0,3.0,24.0,5.0,0.0,300.0,320.0,37.82,10.73594533,1.0,1566.17,1841.4
85.0,5.0,31.0,3.0,0.0,320.0,300.0,37.82,10.50538409,1.0,1784.45,2057.5
85.0,5.0,36.0,3.0,0.0,320.0,300.0,37.82,10.31640613,1.0,1769.36,2043.3
97.5,4.0,34.0,4.0,0.0,711.2,450.0,92.48,11.21042716,1.0,4528.11,5572.1
97.5,4.0,53.0,4.0,0.0,711.2,378.0,102.92,10.47994986,1.0,4324.19,4751.4
95.5,6.0,53.0,4.0,0.0,770.5,378.0,102.71,10.47994986,1.0,5278.08,6081.5
144.0,6.0,97.5,4.0,0.0,770.5,711.2,102.71,10.06132345,1.0,9415.0,9783.8
144.0,6.0,97.5,4.0,0.0,770.5,711.2,92.48,10.06132345,1.0,9079.92,9438.3
60.5,3.0,22.1,1.9,0.0,319.7,326.7,35.8,37.18253992,1.0,810.38,840.0
60.5,3.0,27.64,2.36,0.0,319.7,336.2,35.8,36.09859994,1.0,827.72,956.0
60.5,3.0,22.1,1.9,0.0,319.7,326.7,35.8,47.59365109,1.0,810.38,760.0
60.5,3.0,27.64,2.36,0.0,319.7,336.2,35.8,46.20620793,1.0,827.72,820.0
67.0,3.0,22.1,1.9,0.0,329.3,326.7,35.8,43.59329349,1.0,955.15,1042.0
66.0,4.0,35.08,2.92,0.0,309.5,311.9,35.8,40.86939997,1.0,1065.53,1120.0
66.0,4.0,34.25,3.75,0.0,309.5,340.1,35.8,41.06256864,1.0,1145.92,1120.0
88.0,2.0,15.6,2.0,0.0,268.26,268.26,39.11,10.50995168,1.0,1269.32,1402.39
88.0,2.0,24.4,2.0,0.0,268.26,268.26,39.11,10.29502563,1.0,1251.41,1308.25
88.0,2.0,33.2,2.0,0.0,268.26,268.26,39.11,10.00747333,1.0,1214.48,1252.05
88.0,2.0,42.0,2.0,0.0,268.26,268.26,39.11,9.665953237,1.0,1158.52,1157.3
88.0,2.0,50.8,2.0,0.0,268.26,268.26,39.11,9.289077454,1.0,1083.53,1116.62
88.0,2.0,59.6,2.0,0.0,268.26,268.26,39.11,8.893403605,1.0,989.52,1037.3
88.0,2.0,68.4,2.0,0.0,268.26,268.26,39.11,8.492396433,1.0,876.48,986.09
87.0,3.0,24.1,2.0,0.0,336.54,336.54,39.11,10.30364978,1.0,1513.76,1620.26
87.0,3.0,23.1,3.0,0.0,336.54,336.54,39.11,10.33177576,1.0,1563.66,1681.03
87.0,3.0,22.1,4.0,0.0,336.54,336.54,39.11,10.35892768,1.0,1611.45,1734.09
87.0,3.0,21.1,5.0,0.0,336.54,336.54,39.11,10.38507996,1.0,1657.13,1792.03
87.0,3.0,20.1,6.0,0.0,336.54,336.54,39.11,10.41020762,1.0,1700.69,1844.08
87.0,3.0,18.1,8.0,0.0,336.54,336.54,39.11,10.45728607,1.0,1781.46,1957.58
87.0,3.0,16.1,10.0,0.0,336.54,336.54,39.11,10.49998384,1.0,1853.78,2068.39
87.0,3.0,31.8,3.0,0.0,336.54,336.54,39.11,8.381104957,1.0,1553.76,1670.25
87.0,3.0,31.8,3.0,0.0,336.54,336.54,39.11,10.4763812,1.0,1553.76,1657.74
87.0,3.0,31.8,3.0,0.0,336.54,336.54,39.11,12.57165744,1.0,1553.76,1644.03
87.0,3.0,31.8,3.0,0.0,336.54,336.54,39.11,14.66693368,1.0,1553.76,1635.11
87.0,3.0,31.8,3.0,0.0,336.54,336.54,39.11,17.80984803,1.0,1553.76,1624.57
87.0,3.0,31.8,3.0,0.0,336.54,336.54,39.11,20.95276239,1.0,1553.76,1622.87
87.0,3.0,31.8,3.0,0.0,336.54,336.54,39.11,24.09567675,1.0,1553.76,1618.74
87.0,3.0,31.8,3.0,0.0,336.54,336.54,39.11,27.23859111,1.0,1553.76,1609.82
84.0,6.0,14.4,3.0,0.0,336.54,336.54,32.88,10.53270011,1.0,1902.2,1570.48
84.0,6.0,14.4,3.0,0.0,336.54,336.54,42.07,10.53270011,1.0,2097.15,1742.4
84.0,6.0,14.4,3.0,0.0,336.54,336.54,51.43,10.53270011,1.0,2295.81,1931.76
84.0,6.0,14.4,3.0,0.0,336.54,336.54,60.94,10.53270011,1.0,2497.55,2160.93
84.0,6.0,14.4,3.0,0.0,336.54,336.54,70.57,10.53270011,1.0,2701.93,2441.26
84.0,6.0,14.4,3.0,0.0,336.54,336.54,80.32,10.53270011,1.0,2908.63,2637.61
197.0,2.75,164.5,2.5,0.0,218.7,207.87,31.07,9.274756201,1.0,2356.57,2199.0
197.0,2.75,164.5,2.5,0.0,218.7,207.87,31.07,9.274756201,1.0,2356.57,2274.0
197.0,2.75,164.5,2.5,0.0,218.7,207.87,31.07,9.274756201,1.0,2356.57,2452.0
197.0,2.75,164.5,2.5,0.0,218.7,207.87,31.07,9.274756201,1.0,2356.57,2340.0
197.0,2.75,164.5,2.5,0.0,218.7,207.87,31.07,9.274756201,1.0,2356.57,2527.0
49.626,6.905680503,21.25,3.0,0.0,500.0,425.0,70.0,9.736232888,0.132760107,1746.06,1677.0
51.984,4.66020596,21.25,3.0,0.0,476.0,400.0,70.0,9.719268991,0.150931974,1393.51,1253.0
53.09,3.554394376,21.25,3.0,0.0,491.0,425.0,70.0,9.719268991,0.158896573,1274.41,1065.0
54.196,2.392163834,21.25,3.0,0.0,468.0,425.0,70.0,9.72773847,0.166680226,1088.5,935.0
53.034,3.554394376,21.25,3.0,0.0,491.0,400.0,70.0,9.727744098,0.158496103,1261.76,1040.0
54.196,2.392163834,21.25,3.0,0.0,468.0,400.0,70.0,9.72773847,0.166680226,1077.78,870.0
64.318,3.385137501,26.0,3.0,4.0,275.9,374.5,39.11,28.82059738,0.163779455,986.39,856.0
64.318,3.385137501,26.0,3.0,4.0,275.9,374.5,39.11,28.82059738,0.163779455,986.39,872.0
64.318,3.385137501,26.0,3.0,14.0,275.9,374.5,39.11,28.82059738,0.163779455,986.39,667.0
64.318,3.385137501,26.0,3.0,14.0,275.9,374.5,39.11,28.82059738,0.163779455,986.39,750.0
64.318,3.385137501,26.0,3.0,45.0,275.9,374.5,39.11,28.82059738,0.163779455,986.39,480.0
64.318,3.385137501,26.0,3.0,45.0,275.9,374.5,39.11,28.82059738,0.163779455,986.39,486.0
64.318,3.385137501,26.0,3.0,0.0,275.9,374.5,39.11,57.53345421,0.163779455,986.39,920.0
64.318,3.385137501,26.0,3.0,0.0,275.9,374.5,39.11,57.53345421,0.163779455,986.39,868.0
64.318,3.385137501,26.0,3.0,15.5,275.9,374.5,39.11,57.53345421,0.163779455,986.39,596.0
64.318,3.385137501,26.0,3.0,15.5,275.9,374.5,39.11,57.53345421,0.163779455,986.39,570.0
64.318,3.385137501,26.0,3.0,45.0,275.9,374.5,39.11,57.53345421,0.163779455,986.39,380.0
64.318,3.385137501,26.0,3.0,45.0,275.9,374.5,39.11,57.53345421,0.163779455,986.39,379.0
64.318,3.385137501,13.0,3.0,0.0,275.9,422.3,46.8,10.20554897,0.28935564,1073.36,1054.0
64.318,3.385137501,13.0,3.0,0.0,275.9,422.3,46.8,10.20554897,0.28935564,1073.36,1060.0
64.318,3.385137501,41.0,3.0,0.0,275.9,374.5,46.8,8.858373271,0.009351816,1010.95,990.0
64.318,3.385137501,41.0,3.0,0.0,275.9,374.5,46.8,8.858373271,0.009351816,1010.95,1000.0
64.318,3.385137501,41.0,3.0,0.0,275.9,370.2,46.8,8.858373271,0.009351816,1007.5,870.0
64.318,3.385137501,41.0,3.0,0.0,275.9,370.2,46.8,8.858373271,0.009351816,1007.5,996.0
98.169,3.385137501,41.0,3.0,0.0,275.9,370.2,46.8,9.630663071,0.166037002,2014.85,1725.0
98.169,3.385137501,41.0,3.0,0.0,275.9,370.2,46.8,9.630663071,0.166037002,2014.85,1710.0
132.02,3.385137501,54.0,3.0,0.0,275.9,294.5,46.8,9.647355125,0.180587032,3177.64,2580.0
132.02,3.385137501,54.0,3.0,0.0,275.9,294.5,46.8,9.647355125,0.180587032,3177.64,2460.0
165.872,3.385137501,79.5,3.0,0.0,275.9,320.5,46.8,9.395540891,0.125506493,4517.16,3240.0
165.872,3.385137501,79.5,3.0,0.0,275.9,320.5,46.8,9.395540891,0.125506493,4517.16,3430.0
64.318,3.385137501,13.0,3.0,0.0,275.9,415.42,39.11,10.20554897,0.28935564,977.68,1054.0
64.318,3.385137501,13.0,3.0,0.0,275.9,415.42,39.11,10.20554897,0.28935564,977.68,1060.0
64.318,3.385137501,26.0,3.0,0.0,275.9,369.6,39.11,9.696649585,0.163779455,983.85,990.0
64.318,3.385137501,26.0,3.0,0.0,275.9,369.6,39.11,9.696649585,0.163779455,983.85,1000.0
64.318,3.385137501,41.0,3.0,0.0,275.9,376.72,39.11,8.858373271,0.009351816,959.53,870.0
64.318,3.385137501,41.0,3.0,0.0,275.9,376.72,39.11,8.858373271,0.009351816,959.53,996.0
98.169,3.385137501,41.0,3.0,0.0,275.9,376.72,39.11,9.630663071,0.166037002,1833.93,1725.0
98.169,3.385137501,41.0,3.0,0.0,275.9,376.72,39.11,9.630663071,0.166037002,1833.93,1710.0
132.02,3.385137501,54.0,3.0,0.0,275.9,312.32,39.11,9.647355125,0.180587032,2853.52,2580.0
132.02,3.385137501,54.0,3.0,0.0,275.9,312.32,39.11,9.647355125,0.180587032,2853.52,2460.0
165.872,3.385137501,79.5,3.0,0.0,275.9,312.85,39.11,9.395540891,0.125506493,4004.95,3240.0
165.872,3.385137501,79.5,3.0,0.0,275.9,312.85,39.11,9.395540891,0.125506493,4004.95,3430.0
120.037,4.084732585,75.78,3.72,0.0,319.6,380.6,51.43,8.837781071,0.014357265,2998.96,2908.0
120.037,4.084732585,75.78,3.72,0.0,319.6,380.6,51.43,8.837781071,0.014357265,2998.96,2860.0
120.037,4.084732585,49.28,3.72,0.0,319.6,380.6,51.43,9.653332161,0.17189482,3330.55,3516.0
120.037,4.084732585,49.28,3.72,0.0,319.6,380.6,51.43,9.653332161,0.17189482,3330.55,3309.0
120.037,4.084732585,75.78,3.72,0.0,319.6,380.6,51.43,8.837781071,0.014357265,2998.96,1116.0
120.037,4.084732585,75.78,3.72,0.0,319.6,380.6,51.43,8.837781071,0.014357265,2998.96,1159.0
86.186,4.084732585,27.15,2.85,0.0,374.0,394.0,42.53,9.950079632,0.241420974,1920.73,1620.0
118.48,5.641895835,39.0,6.0,0.0,350.0,350.0,40.0,9.912215409,0.220950081,3568.71,3710.0
119.608,4.513516668,39.0,6.0,0.0,350.0,350.0,40.0,9.912215409,0.223408501,3307.07,3475.0
120.737,3.385137501,39.0,6.0,0.0,350.0,350.0,40.0,9.912215409,0.22578349,3042.95,3108.0
121.865,2.256758334,39.0,6.0,0.0,350.0,350.0,40.0,9.912215409,0.228078924,2776.35,2786.0
122.993,1.128379167,39.0,6.0,0.0,350.0,350.0,40.0,9.912215409,0.230298453,2507.27,2465.0
157.973,11.28379167,68.0,7.0,0.0,350.0,350.0,40.0,9.637353946,0.14417049,7589.8,7226.0
186.183,11.28379167,68.0,7.0,0.0,350.0,350.0,40.0,9.822854838,0.204196418,9509.8,9055.0
214.392,11.28379167,68.0,7.0,0.0,350.0,350.0,40.0,9.948544829,0.240371067,11629.8,11225.0
242.602,11.28379167,68.0,7.0,0.0,350.0,350.0,40.0,10.03730584,0.262884997,13949.8,13720.0
270.811,11.28379167,68.0,7.0,0.0,350.0,350.0,40.0,10.10215309,0.277953024,16469.8,15850.0
115.095,9.027033337,39.0,6.0,0.0,350.0,350.0,40.0,9.912215409,0.213031608,4338.75,4272.0
115.095,9.027033337,40.0,5.0,0.0,350.0,350.0,40.0,9.888930124,0.213031608,4251.88,4184.0
115.095,9.027033337,41.0,4.0,0.0,350.0,350.0,40.0,9.865208927,0.213031608,4162.82,4098.0
115.095,9.027033337,42.0,3.0,0.0,350.0,350.0,40.0,9.84106247,0.213031608,4071.56,4009.0
115.095,9.027033337,43.0,2.0,0.0,350.0,350.0,40.0,9.816499132,0.213031608,3978.09,3802.0
115.095,9.027033337,6.25,4.0,0.0,350.0,350.0,40.0,10.37915438,0.328003616,4098.41,4131.0
115.095,9.027033337,16.0,4.0,0.0,350.0,350.0,40.0,10.30695896,0.312575869,4147.11,4160.0
115.095,9.027033337,26.0,4.0,0.0,350.0,350.0,40.0,10.17110332,0.284737684,4172.24,4168.0
115.095,9.027033337,47.0,4.0,0.0,350.0,350.0,40.0,9.714277547,0.170451956,4143.22,4035.0
115.095,9.027033337,67.5,4.0,0.0,350.0,350.0,40.0,9.109965105,0.028980624,4007.97,3780.0
115.095,9.027033337,77.5,4.0,0.0,350.0,350.0,40.0,8.77969414,0.005988805,3903.67,3580.0
157.973,11.28379167,68.0,7.0,0.0,250.0,400.0,40.0,9.637353946,0.14417049,6587.04,6806.0
157.973,11.28379167,68.0,7.0,0.0,300.0,400.0,40.0,9.637353946,0.14417049,7167.04,7226.0
157.973,11.28379167,68.0,7.0,0.0,350.0,400.0,40.0,9.637353946,0.14417049,7747.04,7612.0
157.973,11.28379167,68.0,7.0,0.0,400.0,400.0,40.0,9.637353946,0.14417049,8327.04,7990.0
157.973,11.28379167,68.0,7.0,0.0,450.0,400.0,40.0,9.637353946,0.14417049,8907.04,8385.0
157.973,11.28379167,68.0,7.0,0.0,400.0,250.0,40.0,9.637353946,0.14417049,7855.33,7539.0
157.973,11.28379167,68.0,7.0,0.0,400.0,300.0,40.0,9.637353946,0.14417049,8012.56,7700.0
157.973,11.28379167,68.0,7.0,0.0,400.0,350.0,40.0,9.637353946,0.14417049,8169.8,7853.0
157.973,11.28379167,68.0,7.0,0.0,400.0,400.0,40.0,9.637353946,0.14417049,8327.04,8008.0
157.973,11.28379167,68.0,7.0,0.0,400.0,450.0,40.0,9.637353946,0.14417049,8484.27,8166.0
157.973,11.28379167,68.0,7.0,0.0,350.0,350.0,30.0,9.637353946,0.14417049,6982.51,6846.0
157.973,11.28379167,68.0,7.0,0.0,350.0,350.0,55.0,9.637353946,0.14417049,8500.73,8410.0
157.973,11.28379167,68.0,7.0,0.0,350.0,350.0,70.0,9.637353946,0.14417049,9411.65,9345.0
157.973,11.28379167,68.0,7.0,0.0,350.0,350.0,85.0,9.637353946,0.14417049,10322.58,10264.0
157.973,11.28379167,68.0,7.0,0.0,350.0,350.0,100.0,9.637353946,0.14417049,11233.51,11213.0
64.318,3.385137501,13.0,3.0,0.0,235.0,235.0,28.63,14.17437358,0.28935564,743.24,827.0
64.318,3.385137501,26.0,3.0,0.0,235.0,235.0,28.63,13.46756887,0.163779455,748.21,780.0
64.318,3.385137501,41.0,3.0,0.0,235.0,235.0,28.63,12.30329621,0.009351816,716.16,732.0
101.554,11.28379167,10.0,5.0,0.0,517.6,356.2,112.26,10.3517187,0.318464536,7631.51,7704.0
101.554,11.28379167,25.0,5.0,0.0,517.6,356.2,116.03,10.14570985,0.269593327,7672.8,7714.0
101.554,11.28379167,49.0,5.0,0.0,517.6,356.2,112.26,9.524412945,0.095729787,7118.89,7554.0
101.554,11.28379167,65.0,5.0,0.0,517.6,356.2,112.0,8.980071692,0.008425915,6593.8,6460.0
56.419,11.28379167,25.0,5.0,0.0,517.6,356.2,117.88,9.744730864,0.095729787,3430.68,3629.0
73.345,11.28379167,35.0,5.0,0.0,517.6,356.2,117.88,9.596897475,0.083203617,4717.84,4825.0
129.764,11.28379167,65.0,5.0,0.0,517.6,356.2,106.02,9.428275525,0.088708831,9700.72,8660.0
64.318,3.385137501,29.33785834,3.385137501,0.0,275.9,374.5,39.1,56.57740543,0.012684121,1011.14,1160.0
64.318,3.385137501,29.33785834,3.385137501,0.0,275.9,374.5,39.1,56.57740543,0.012684121,1011.14,920.0
65.409,3.689423477,29.03225527,3.744197645,0.0,380.0,429.0,46.0,14.33556433,0.004883758,1367.37,1320.0
65.409,3.689423477,29.03225527,3.744197645,0.0,380.0,429.0,46.0,14.33556433,0.004883758,1367.37,1320.0
49.513,6.736423628,25.45623401,2.753245168,0.0,485.0,477.0,58.7,9.496374614,0.001619577,1612.33,1546.0
49.513,6.736423628,25.45623401,2.753245168,0.0,485.0,477.0,58.7,9.496374614,0.001619577,1612.33,1614.0
52.176,4.52480046,25.45623401,2.753245168,0.0,445.0,477.0,58.7,9.43350448,0.004549498,1265.43,1194.0
52.176,4.52480046,25.45623401,2.753245168,0.0,445.0,477.0,58.7,9.43350448,0.004549498,1265.43,1210.0
53.214,3.317434751,25.45623401,2.753245168,0.0,464.0,477.0,58.7,9.456986995,0.006639195,1127.59,1027.0
53.214,3.317434751,25.45623401,2.753245168,0.0,464.0,477.0,58.7,9.456986995,0.006639195,1127.59,1060.0
54.377,2.324461084,25.45623401,2.753245168,0.0,453.0,477.0,58.7,9.433498631,0.009534208,987.39,820.0
54.377,2.324461084,25.45623401,2.753245168,0.0,453.0,477.0,58.7,9.433498631,0.009534208,987.39,839.0
74.755,3.421814341,30.46623751,3.385137501,0.0,300.0,300.0,28.36,12.96175154,0.037918369,1094.23,1075.0
74.755,3.421814341,35.66463662,3.423564333,0.0,300.0,300.0,28.36,12.59879809,0.001421538,1096.19,1081.0
74.755,3.421814341,40.1962807,3.505656522,0.0,300.0,300.0,28.36,12.21593717,1.42e-05,1098.16,1082.0
80.456,3.416923781,30.46623751,3.385137501,0.0,300.0,300.0,28.36,12.05487686,0.057373529,1209.08,1194.0
80.456,3.416923781,35.66463662,3.423564333,0.0,300.0,300.0,28.36,11.76148734,0.009173972,1211.04,1190.0
80.456,3.416923781,40.1962807,3.505656522,0.0,300.0,300.0,28.36,11.45523517,0.000465775,1213.01,1193.0
40.622,15.79730834,18.05406667,15.79730834,0.0,336.0,336.0,34.52,13.19717611,2.87e-16,2538.39,556.5
40.622,15.79730834,18.05406667,15.79730834,0.0,336.0,336.0,34.52,13.19717611,2.87e-16,2538.39,549.5
40.622,15.79730834,18.05406667,15.79730834,0.0,336.0,336.0,31.79,13.19717611,2.87e-16,2534.07,560.0
40.622,15.79730834,18.05406667,15.79730834,0.0,336.0,336.0,31.79,13.19717611,2.87e-16,2534.07,523.0
40.622,15.79730834,18.05406667,15.79730834,0.0,336.0,336.0,31.43,13.19717611,2.87e-16,2533.49,521.0
40.622,15.79730834,18.05406667,15.79730834,0.0,336.0,336.0,31.43,13.19717611,2.87e-16,2533.49,539.5
40.622,15.79730834,18.05406667,15.79730834,0.0,336.0,336.0,30.88,13.19717611,2.87e-16,2532.63,539.5
40.622,15.79730834,18.05406667,15.79730834,0.0,336.0,336.0,30.88,13.19717611,2.87e-16,2532.63,539.5
40.622,15.79730834,18.05406667,15.79730834,0.0,336.0,336.0,28.09,13.19717611,2.87e-16,2528.21,496.4
40.622,15.79730834,18.05406667,15.79730834,0.0,336.0,336.0,28.09,13.19717611,2.87e-16,2528.21,498.4
86.186,4.084732585,26.84414039,3.057907543,0.0,374.0,304.0,42.53,9.961191936,0.152458963,1885.63,1665.0
86.186,4.084732585,26.84414039,3.057907543,0.0,374.0,304.0,42.53,9.961191936,0.152458963,1885.63,1819.0
51.866,3.298186859,8.30487067,2.922502043,0.0,401.0,468.0,39.5,15.45537972,0.201571462,846.81,909.9
51.877,3.286639174,8.521123213,3.013760073,0.0,401.0,468.0,78.4,15.44696622,0.197590833,1162.15,1161.3
51.843,3.321282578,8.559750788,2.946259153,0.0,401.0,468.0,101.9,15.44542619,0.197774541,1352.66,1469.3
51.854,3.309734661,9.737912212,1.715136334,0.0,401.0,357.0,39.5,15.39333078,0.198577817,804.37,855.9
51.808,3.321729597,9.670209462,1.726420126,0.0,401.0,357.0,39.5,15.41550568,0.198731364,805.23,864.4
51.819,3.310180017,9.65892567,1.737703917,0.0,401.0,357.0,78.4,15.41602918,0.198794409,1116.4,1154.9
51.831,3.298630554,9.670209462,1.726420126,0.0,401.0,357.0,101.9,15.41550568,0.198857422,1303.69,1408.5
46.023,4.35155388,8.350005837,2.933785834,0.0,439.0,468.0,39.5,12.84885562,0.226524466,910.26,1030.4
