"R e,out","t e,out","R e,in","t e,in",e,"fy,out","fy,in","fc,ref",L/r,ke,N0,Nexp
46.093,4.306340305,8.293586878,2.990204793,0.0,439.0,468.0,78.4,12.85131035,0.226657271,1151.08,1235.2
107.873,4.964868335,62.79430065,4.908449377,0.0,337.0,339.0,46.5,18.16173124,0.000113145,2872.64,3267.0
107.873,4.964868335,62.79430065,4.908449377,0.0,337.0,339.0,46.5,24.21564166,0.000113145,2872.64,3115.0
107.873,4.964868335,62.79430065,4.908449377,0.0,337.0,339.0,46.5,30.26955207,0.000113145,2872.64,2913.0
107.873,4.964868335,62.79430065,4.908449377,0.0,337.0,339.0,54.0,24.21564166,0.000113145,3038.82,3289.0
107.873,4.964868335,62.79430065,4.908449377,0.0,337.0,339.0,62.9,24.21564166,0.000113145,3236.02,3515.0
53.034,3.554394376,18.23460734,4.332976002,0.0,556.0,404.0,41.8,8.218220965,0.070861885,1207.45,1420.0
52.966,3.565678168,18.21203976,4.355543585,0.0,556.0,404.0,41.8,8.226607322,0.070261312,1208.94,1420.0
53.0,3.531826793,18.20075597,4.366827377,0.0,556.0,404.0,81.6,8.227086102,0.070561654,1491.21,1464.0
52.989,3.543110585,18.21203976,4.355543585,0.0,556.0,404.0,115.9,8.226611893,0.070464759,1740.15,1706.0
53.0,3.588245751,21.19096076,1.602298417,0.0,556.0,324.0,41.8,8.085982402,0.065826061,1059.25,1209.0
52.977,3.554394376,21.16839317,1.624866001,0.0,556.0,324.0,81.6,8.094123138,0.06562281,1338.9,1323.0
52.977,3.554394376,21.16839317,1.624866001,0.0,556.0,324.0,115.9,8.094123138,0.06562281,1585.35,1516.0
86.186,4.084732585,26.85542418,3.046623751,0.0,374.0,304.0,50.5,9.960850323,0.152458963,2048.62,1819.0
278.71,3.385137501,194.0812167,3.385137501,0.0,353.0,353.0,39.8,8.561695902,0.0,8412.32,6939.0
278.71,3.385137501,222.2906959,3.385137501,0.0,353.0,353.0,39.8,8.16258792,0.0,7131.62,6090.0
74.755,3.421814341,30.46623751,3.385137501,0.0,300.0,300.0,28.36,12.96175154,0.037918369,1094.23,1120.0
74.755,3.421814341,35.66463662,3.423564333,0.0,300.0,300.0,28.36,12.59879809,0.001421538,1096.19,1100.0
74.755,3.421814341,40.1962807,3.505656522,0.0,300.0,300.0,28.36,12.21593717,1.42e-05,1098.16,1010.0
80.456,3.416923781,30.46623751,3.385137501,0.0,300.0,300.0,28.36,12.05487686,0.057373529,1209.08,1160.0
49.536,6.736423628,25.45623401,2.753245168,0.0,485.0,477.0,62.19,11.86651086,0.001632269,1631.36,1545.0
52.171,4.52480046,25.45623401,2.753245168,0.0,445.0,477.0,62.19,11.79284978,0.004539309,1286.34,1194.0
143.175,11.33441524,60.43679297,8.662036929,0.0,450.0,450.0,37.45,11.58003412,0.009549346,8206.21,8626.7
143.175,11.33441524,63.33012368,5.76870621,0.0,450.0,450.0,37.45,11.50098189,0.009549346,7699.96,8117.1
143.175,11.33441524,64.77439453,4.32443536,0.0,450.0,450.0,37.45,11.46069834,0.009549346,7438.4,7864.3
143.175,11.33441524,65.64025152,3.458578376,0.0,450.0,450.0,37.45,11.43629747,0.009549346,7278.76,7702.8
143.175,11.33441524,60.43679297,8.662036929,0.0,450.0,450.0,51.43,11.58003412,0.009549346,8896.93,9462.4
143.175,11.33441524,63.33012368,5.76870621,0.0,450.0,450.0,51.43,11.50098189,0.009549346,8390.68,8900.8
143.175,11.33441524,64.77439453,4.32443536,0.0,450.0,450.0,51.43,11.46069834,0.009549346,8129.12,8621.3
143.175,11.33441524,65.64025152,3.458578376,0.0,450.0,450.0,51.43,11.43629747,0.009549346,7969.48,8418.2
143.175,11.33441524,60.43679297,8.662036929,0.0,450.0,450.0,65.74,11.58003412,0.009549346,9603.91,10193.1
143.175,11.33441524,63.33012368,5.76870621,0.0,450.0,450.0,65.74,11.50098189,0.009549346,9097.66,9639.1
143.175,11.33441524,64.77439453,4.32443536,0.0,450.0,450.0,65.74,11.46069834,0.009549346,8836.1,9386.7
143.175,11.33441524,65.64025152,3.458578376,0.0,450.0,450.0,65.74,11.43629747,0.009549346,8676.46,9096.7
146.01,8.500076238,60.43679297,8.662036929,0.0,450.0,450.0,37.45,11.58003412,0.01273553,7143.89,7634.4
146.01,8.500076238,63.33012368,5.76870621,0.0,450.0,450.0,37.45,11.50098189,0.01273553,6637.64,7078.4
146.01,8.500076238,64.77439453,4.32443536,0.0,450.0,450.0,37.45,11.46069834,0.01273553,6376.08,6841.4
146.01,8.500076238,65.64025152,3.458578376,0.0,450.0,450.0,37.45,11.43629747,0.01273553,6216.44,6673.7
146.01,8.500076238,60.43679297,8.662036929,0.0,450.0,450.0,51.43,11.58003412,0.01273553,7870.61,8458.5
146.01,8.500076238,63.33012368,5.76870621,0.0,450.0,450.0,51.43,11.50098189,0.01273553,7364.36,7892.5
146.01,8.500076238,64.77439453,4.32443536,0.0,450.0,450.0,51.43,11.46069834,0.01273553,7102.8,7615.7
146.01,8.500076238,65.64025152,3.458578376,0.0,450.0,450.0,51.43,11.43629747,0.01273553,6943.16,7475.8
146.01,8.500076238,60.43679297,8.662036929,0.0,450.0,450.0,65.74,11.58003412,0.01273553,8614.44,9261.6
146.01,8.500076238,63.33012368,5.76870621,0.0,450.0,450.0,65.74,11.50098189,0.01273553,8108.19,8726.1
146.01,8.500076238,64.77439453,4.32443536,0.0,450.0,450.0,65.74,11.46069834,0.01273553,7846.63,8450.3
146.01,8.500076238,65.64025152,3.458578376,0.0,450.0,450.0,65.74,11.43629747,0.01273553,7686.99,8200.3
147.71,6.799718929,60.43679297,8.662036929,0.0,450.0,450.0,37.45,11.58003412,0.014850279,6496.6,7024.5
147.71,6.799718929,63.33012368,5.76870621,0.0,450.0,450.0,37.45,11.50098189,0.014850279,5990.35,6468.8
147.71,6.799718929,64.77439453,4.32443536,0.0,450.0,450.0,37.45,11.46069834,0.014850279,5728.79,6199.1
147.71,6.799718929,65.64025152,3.458578376,0.0,450.0,450.0,37.45,11.43629747,0.014850279,5569.15,6019.7
147.71,6.799718929,60.43679297,8.662036929,0.0,450.0,450.0,51.43,11.58003412,0.014850279,7245.26,7786.5
147.71,6.799718929,63.33012368,5.76870621,0.0,450.0,450.0,51.43,11.50098189,0.014850279,6739.01,7286.4
147.71,6.799718929,64.77439453,4.32443536,0.0,450.0,450.0,51.43,11.46069834,0.014850279,6477.45,6797.9
147.71,6.799718929,65.64025152,3.458578376,0.0,450.0,450.0,51.43,11.43629747,0.014850279,6317.81,6261.6
147.71,6.799718929,60.43679297,8.662036929,0.0,450.0,450.0,65.74,11.58003412,0.014850279,8011.54,7854.7
147.71,6.799718929,63.33012368,5.76870621,0.0,450.0,450.0,65.74,11.50098189,0.014850279,7505.29,7529.4
147.71,6.799718929,64.77439453,4.32443536,0.0,450.0,450.0,65.74,11.46069834,0.014850279,7243.73,7268.5
147.71,6.799718929,65.64025152,3.458578376,0.0,450.0,450.0,65.74,11.43629747,0.014850279,7084.09,7098.2
148.843,5.666246025,60.43679297,8.662036929,0.0,450.0,450.0,37.45,11.58003412,0.016339845,6060.94,6585.3
148.843,5.666246025,63.33012368,5.76870621,0.0,450.0,450.0,37.45,11.50098189,0.016339845,5554.69,5824.9
148.843,5.666246025,64.77439453,4.32443536,0.0,450.0,450.0,37.45,11.46069834,0.016339845,5293.13,5611.3
148.843,5.666246025,65.64025152,3.458578376,0.0,450.0,450.0,37.45,11.43629747,0.016339845,5133.49,5408.6
148.843,5.666246025,60.43679297,8.662036929,0.0,450.0,450.0,51.43,11.58003412,0.016339845,6824.37,7104.1
148.843,5.666246025,63.33012368,5.76870621,0.0,450.0,450.0,51.43,11.50098189,0.016339845,6318.12,6657.6
148.843,5.666246025,64.77439453,4.32443536,0.0,450.0,450.0,51.43,11.46069834,0.016339845,6056.56,6262.4
148.843,5.666246025,65.64025152,3.458578376,0.0,450.0,450.0,51.43,11.43629747,0.016339845,5896.92,6239.1
148.843,5.666246025,60.43679297,8.662036929,0.0,450.0,450.0,65.74,11.58003412,0.016339845,7605.77,7721.1
148.843,5.666246025,63.33012368,5.76870621,0.0,450.0,450.0,65.74,11.50098189,0.016339845,7099.52,7526.7
148.843,5.666246025,64.77439453,4.32443536,0.0,450.0,450.0,65.74,11.46069834,0.016339845,6837.95,7075.9
148.843,5.666246025,65.64025152,3.458578376,0.0,450.0,450.0,65.74,11.43629747,0.016339845,6678.32,6598.3
98.169,3.385137501,16.24866001,3.385137501,0.0,268.26,268.26,39.11,9.121585834,0.277777778,1808.77,2258.95
98.169,3.385137501,26.06555876,3.385137501,0.0,268.26,268.26,39.11,8.947581263,0.201465201,1805.58,2180.1
98.169,3.385137501,35.88245751,3.385137501,0.0,268.26,268.26,39.11,8.70989905,0.098336962,1778.71,2104.81
98.169,3.385137501,45.69935627,3.385137501,0.0,268.26,268.26,39.11,8.423970024,0.015924465,1728.17,1952.05
98.169,3.385137501,55.51625502,3.385137501,0.0,268.26,268.26,39.11,8.10551819,0.000543093,1653.95,1884.85
98.169,3.385137501,65.33315377,3.385137501,0.0,268.26,268.26,39.11,7.768790696,0.0,1556.04,1733.7
98.169,3.385137501,75.15005253,3.385137501,0.0,268.26,268.26,39.11,7.42557339,6.68e-16,1434.46,1582.87
98.169,3.385137501,35.88245751,3.385137501,0.0,336.54,336.54,39.11,7.258249208,0.098336962,1978.31,2349.34
98.169,3.385137501,35.88245751,3.385137501,0.0,336.54,336.54,39.11,9.07281151,0.098336962,1978.31,2298.75
98.169,3.385137501,35.88245751,3.385137501,0.0,336.54,336.54,39.11,10.88737381,0.098336962,1978.31,2287.06
98.169,3.385137501,35.88245751,3.385137501,0.0,336.54,336.54,39.11,12.70193611,0.098336962,1978.31,2228.38
98.169,3.385137501,35.88245751,3.385137501,0.0,336.54,336.54,39.11,13.06484858,0.098336962,1978.31,2216.35
98.169,3.385137501,35.88245751,3.385137501,0.0,336.54,336.54,39.11,14.87941088,0.098336962,1978.31,2168.8
98.169,3.385137501,35.88245751,3.385137501,0.0,336.54,336.54,39.11,16.69397318,0.098336962,1978.31,2127.99
98.169,3.385137501,35.88245751,3.385137501,0.0,336.54,336.54,39.11,18.50853548,0.098336962,1978.31,2093.18
94.784,6.770275003,16.24866001,3.385137501,0.0,268.26,268.26,32.88,9.121585834,0.273557581,2110.77,2384.89
94.784,6.770275003,16.24866001,3.385137501,0.0,268.26,268.26,42.07,9.121585834,0.273557581,2358.98,2613.44
94.784,6.770275003,16.24866001,3.385137501,0.0,268.26,268.26,51.43,9.121585834,0.273557581,2611.92,2845.98
94.784,6.770275003,16.24866001,3.385137501,0.0,268.26,268.26,60.94,9.121585834,0.273557581,2868.79,3073.37
94.784,6.770275003,16.24866001,3.385137501,0.0,268.26,268.26,70.57,9.121585834,0.273557581,3129.02,3260.47
94.784,6.770275003,16.24866001,3.385137501,0.0,268.26,268.26,80.32,9.121585834,0.273557581,3392.19,3657.64
51.295,5.91,20.95400113,1.692568751,0.0,454.0,492.0,57.64,13.17009003,0.838592352,1412.24,1410.0
52.545,4.66,20.61548738,2.031082501,0.0,416.0,492.0,57.64,13.19476296,0.847911608,1211.31,1295.0
53.735,3.47,20.61548738,2.031082501,0.0,453.0,492.0,57.64,13.19475558,0.856012022,1113.67,1145.0
54.245,2.96,20.61548738,2.031082501,0.0,430.0,492.0,57.64,13.19475558,0.859275612,1021.44,1050.0
66.415,3.42,33.98113862,2.787096543,0.0,379.0,392.0,57.64,10.28950817,0.705376165,1351.6,1315.0
66.895,2.94,33.98113862,2.787096543,0.0,357.0,392.0,57.64,10.28950377,0.711412807,1259.22,1215.0
79.15,3.44,39.20553416,3.272299585,0.0,433.0,400.0,57.64,8.761591244,0.73031057,1900.45,1690.0
79.69,2.9,39.20553416,3.272299585,0.0,395.0,400.0,57.64,8.761593883,0.735398905,1743.12,1665.0
43.0,14.0,18.05406667,15.79730834,0.0,300.0,336.0,34.52,13.38317509,0.014529782,2185.0,568.5
43.0,14.0,18.05406667,15.79730834,0.0,300.0,336.0,34.52,13.38317509,0.014529782,2185.0,556.0
43.0,14.0,18.05406667,15.79730834,0.0,300.0,336.0,31.79,13.38317509,0.014529782,2185.0,557.5
43.0,14.0,18.05406667,15.79730834,0.0,300.0,336.0,31.79,13.38317509,0.014529782,2185.0,545.0
43.0,14.0,18.05406667,15.79730834,0.0,300.0,336.0,31.43,13.38317509,0.014529782,2185.0,525.0
43.0,14.0,18.05406667,15.79730834,0.0,300.0,336.0,31.43,13.38317509,0.014529782,2185.0,534.0
43.0,14.0,18.05406667,15.79730834,0.0,300.0,336.0,30.88,13.38317509,0.014529782,2185.0,556.0
43.0,14.0,18.05406667,15.79730834,0.0,300.0,336.0,30.88,13.38317509,0.014529782,2185.0,575.0
43.0,14.0,18.05406667,15.79730834,0.0,300.0,336.0,28.09,13.38317509,0.014529782,2185.0,479.0
43.0,14.0,18.05406667,15.79730834,0.0,300.0,336.0,28.09,13.38317509,0.014529782,2185.0,465.0
94.88,3.62,64.28,3.72,0.0,319.6,380.6,51.43,11.22270355,1.0,1998.66,2384.0
94.88,3.62,64.28,3.72,0.0,319.6,380.6,51.43,11.22270355,1.0,1998.66,2415.0
94.88,3.62,37.78,3.72,0.0,319.6,380.6,51.43,12.51222514,1.0,2231.76,3067.0
94.88,3.62,37.78,3.72,0.0,319.6,380.6,51.43,12.51222514,1.0,2231.76,2976.0
94.88,3.62,64.28,3.72,0.0,319.6,380.6,51.43,11.22270355,1.0,1998.66,1420.0
94.88,3.62,64.28,3.72,0.0,319.6,380.6,51.43,11.22270355,1.0,1998.66,1420.0
107.061,4.084732585,64.28,3.72,0.0,319.6,380.6,51.43,10.01804581,0.023220814,2588.14,2713.0
107.061,4.084732585,64.28,3.72,0.0,319.6,380.6,51.43,10.01804581,0.023220814,2588.14,2641.0
107.061,4.084732585,37.78,3.72,0.0,319.6,380.6,51.43,10.98481986,0.215448421,2821.25,3346.0
107.061,4.084732585,37.78,3.72,0.0,319.6,380.6,51.43,10.98481986,0.215448421,2821.25,3193.0
107.061,4.084732585,64.28,3.72,0.0,319.6,380.6,51.43,10.01804581,0.023220814,2588.14,1091.0
107.061,4.084732585,64.28,3.72,0.0,319.6,380.6,51.43,10.01804581,0.023220814,2588.14,1103.0
171.18,3.82,112.58,2.92,0.0,439.3,396.5,44.39,10.09204313,1.0,4880.83,5499.0
171.18,3.82,112.58,2.92,0.0,439.3,396.5,44.39,10.09204313,1.0,4880.83,5396.0
160.68,3.82,102.08,2.92,0.0,439.3,396.5,44.39,10.8471638,1.0,4530.66,4942.0
160.68,3.82,102.08,2.92,0.0,439.3,396.5,44.39,10.8471638,1.0,4530.66,4921.0
150.18,3.82,91.58,2.92,0.0,439.3,396.5,44.39,11.72052713,1.0,4180.49,4569.0
150.18,3.82,91.58,2.92,0.0,439.3,396.5,44.39,11.72052713,1.0,4180.49,4600.0
137.18,3.82,87.08,2.92,0.0,439.3,396.5,44.39,10.86153497,1.0,3605.48,3874.0
137.18,3.82,87.08,2.92,0.0,439.3,396.5,44.39,10.86153497,1.0,3605.48,4048.0
113.68,3.82,72.08,2.92,0.0,439.3,396.5,44.39,10.88163588,1.0,2771.58,3090.0
113.68,3.82,72.08,2.92,0.0,439.3,396.5,44.39,10.88163588,1.0,2771.58,3116.0
139.0,6.0,66.0,4.0,0.0,763.0,748.0,92.96,18.83071883,1.0,9574.24,10438.1
139.0,6.0,81.0,4.0,0.0,763.0,748.0,92.96,18.06245838,1.0,9177.26,9815.2
114.0,6.0,66.0,4.0,0.0,763.0,748.0,92.96,21.90539542,1.0,7008.05,8027.13
124.0,6.0,51.0,4.0,0.0,763.0,748.0,92.96,42.96578917,1.0,8256.29,9645.8
139.0,6.0,66.0,4.0,0.0,763.0,748.0,92.96,18.83071883,1.0,9574.24,11016.61
139.0,6.0,81.0,4.0,0.0,763.0,748.0,92.69,18.06245838,1.0,9167.1,9836.21
114.0,6.0,66.0,4.0,0.0,763.0,748.0,92.69,21.90539542,1.0,7001.25,8112.2
124.0,6.0,51.0,4.0,0.0,763.0,748.0,92.69,42.96578917,1.0,8245.91,9413.2
165.88,3.12,135.88,3.12,0.0,788.0,788.0,107.82,9.960755102,1.0,7485.54,6800.0
137.88,3.12,107.88,3.12,0.0,788.0,788.0,107.82,10.13877827,1.0,6110.61,6051.0
137.88,3.12,107.03,3.97,0.0,788.0,755.0,107.82,10.16828589,1.0,6473.09,6616.0
137.03,3.97,90.03,5.97,0.0,755.0,708.0,107.82,10.75966987,1.0,8326.9,9577.0
135.03,5.97,90.03,5.97,0.0,708.0,708.0,107.82,10.75967133,1.0,9189.87,9950.0
87.22,2.78,64.72,2.78,0.0,281.0,281.0,52.94,18.04169848,1.0,1266.88,1220.0
87.22,2.78,64.72,2.78,20.0,281.0,281.0,52.94,18.04169848,1.0,1266.88,1020.0
87.22,2.78,64.72,2.78,40.0,281.0,281.0,52.94,18.04169848,1.0,1266.88,780.0
87.22,2.78,64.72,2.78,60.0,281.0,281.0,52.94,18.04169848,1.0,1266.88,570.0
84.72,2.78,62.22,2.78,0.0,281.0,281.0,52.94,23.28471528,1.0,1225.94,1200.0
84.72,2.78,62.22,2.78,20.0,281.0,281.0,52.94,23.28471528,1.0,1225.94,920.0
84.72,2.78,62.22,2.78,40.0,281.0,281.0,52.94,23.28471528,1.0,1225.94,820.0
84.72,2.78,62.22,2.78,60.0,281.0,281.0,52.94,23.28471528,1.0,1225.94,580.0
82.22,2.78,59.72,2.78,0.0,281.0,281.0,52.94,28.87890322,1.0,1185.0,1140.0
82.22,2.78,59.72,2.78,20.0,281.0,281.0,52.94,28.87890322,1.0,1185.0,860.0
82.22,2.78,59.72,2.78,40.0,281.0,281.0,52.94,28.87890322,1.0,1185.0,720.0
82.22,2.78,59.72,2.78,60.0,281.0,281.0,52.94,28.87890322,1.0,1185.0,560.0
167.0,3.0,134.5,2.5,0.0,326.67,336.67,30.74,26.69598777,1.0,2636.19,2391.0
147.0,3.0,114.5,2.5,0.0,326.67,336.67,30.74,28.92849822,1.0,2291.38,2350.0
167.0,3.0,124.5,2.5,0.0,326.67,336.67,30.74,24.44975991,1.0,2838.25,2599.0
167.0,3.0,114.5,2.5,0.0,326.67,336.67,30.74,22.96310495,1.0,3021.01,2885.0
166.5,3.5,134.0,3.0,0.0,350.0,350.0,30.74,26.58453708,1.0,3053.58,2555.0
167.5,2.5,135.0,2.0,0.0,336.67,305.0,30.74,26.81039167,1.0,2310.56,2094.0
196.0,3.0,163.5,2.5,0.0,326.67,336.67,30.74,24.20293228,1.0,3136.16,2844.0
77.22,2.78,49.72,2.78,0.0,281.0,281.0,40.4,10.82897853,1.0,1043.69,1228.0
77.22,2.78,49.72,2.78,0.0,281.0,281.0,40.4,10.82897853,1.0,1043.69,1229.0
77.22,2.78,57.72,2.78,0.0,281.0,281.0,40.4,10.33970455,1.0,968.22,1108.0
77.22,2.78,57.72,2.78,0.0,281.0,281.0,40.4,10.33970455,1.0,968.22,1100.0
81.72,2.78,52.72,2.78,0.0,281.0,281.0,40.4,10.84365337,1.0,1130.16,1320.0
81.72,2.78,52.72,2.78,0.0,281.0,281.0,40.4,10.84365337,1.0,1130.16,1380.0
81.72,2.78,61.22,2.78,0.0,281.0,281.0,40.4,10.35015787,1.0,1042.96,1152.0
81.72,2.78,61.22,2.78,0.0,281.0,281.0,40.4,10.35015787,1.0,1042.96,1170.0
86.72,2.78,56.22,2.78,0.0,281.0,281.0,40.4,10.78599126,1.0,1227.9,1420.0
86.72,2.78,56.22,2.78,0.0,281.0,281.0,40.4,10.78599126,1.0,1227.9,1360.0
86.72,2.78,65.22,2.78,0.0,281.0,281.0,40.4,10.2941512,1.0,1127.01,1240.0
86.72,2.78,65.22,2.78,0.0,281.0,281.0,40.4,10.2941512,1.0,1127.01,1270.0
134.42,4.08,37.46,3.04,0.0,697.5,704.2,41.1,12.54560978,1.0,5085.69,5780.0
134.42,4.08,77.96,3.04,0.0,697.5,704.2,41.1,11.3254563,1.0,4995.04,5611.0
134.42,4.08,77.96,3.04,0.0,697.5,704.2,41.1,11.3254563,1.0,4995.04,5486.5
134.42,4.08,118.46,3.04,0.0,697.5,704.2,41.1,9.876548218,1.0,4480.79,4351.4
134.42,4.08,118.46,3.04,0.0,697.5,704.2,41.1,9.876548218,1.0,4480.79,4090.3
134.42,4.08,118.46,3.04,0.0,697.5,704.2,44.39,9.876548218,1.0,4514.97,4587.4
134.42,4.08,118.46,3.04,0.0,697.5,704.2,41.1,9.876548218,1.0,4480.79,4304.7
145.92,4.08,48.96,3.04,0.0,697.5,704.2,41.1,11.40770498,1.0,5724.94,6172.8
145.92,4.08,89.46,3.04,0.0,697.5,704.2,41.1,10.30624758,1.0,5514.01,5945.7
145.92,4.08,129.96,3.04,0.0,697.5,704.2,41.1,9.069466802,1.0,4879.48,4594.7
145.92,4.08,129.96,3.04,0.0,697.5,704.2,41.1,9.069466802,1.0,4879.48,4550.2
171.18,3.82,112.58,2.92,0.0,439.3,396.5,42.07,10.09204313,1.0,4764.19,5499.0
160.68,3.82,102.08,2.92,0.0,439.3,396.5,42.07,10.8471638,1.0,4422.57,4942.0
150.18,3.82,91.58,2.92,0.0,439.3,396.5,42.07,11.72052713,1.0,4080.95,4569.0
137.18,3.82,87.08,2.92,0.0,439.3,396.5,42.07,10.86153497,1.0,3527.16,3874.0
81.72,2.78,58.22,2.78,0.0,281.0,281.0,52.94,10.52478977,1.0,1192.36,1320.0
81.72,2.78,66.72,2.78,0.0,281.0,281.0,52.94,10.03109442,1.0,1049.59,1152.0
86.22,2.78,61.72,2.78,0.0,281.0,281.0,52.94,10.52565569,1.0,1284.27,1420.0
86.22,2.78,70.72,2.78,0.0,281.0,281.0,52.94,10.02846877,1.0,1121.87,1240.0
214.21,2.79,169.21,2.79,0.0,465.0,465.0,41.33,10.17535933,1.0,5264.61,4409.0
214.21,2.79,169.21,2.79,0.0,465.0,465.0,41.33,10.17535933,1.0,5264.61,4570.0
213.18,3.82,169.21,2.79,0.0,383.0,465.0,41.33,10.17536021,1.0,5427.21,4978.0
213.18,3.82,169.21,2.79,0.0,383.0,465.0,41.33,10.17536021,1.0,5427.21,5102.0
211.2,5.8,169.21,2.79,0.0,370.0,465.0,41.33,10.17536021,1.0,6227.73,5909.0
211.2,5.8,144.21,2.79,0.0,370.0,465.0,41.33,10.74655946,1.0,7059.31,6670.0
211.2,5.8,143.18,3.82,0.0,370.0,383.0,41.33,10.77006642,1.0,7206.18,6714.0
211.2,5.8,141.2,5.8,0.0,370.0,370.0,41.33,10.81520986,1.0,7815.42,7827.0
174.42,3.08,138.42,3.08,0.0,521.0,521.0,41.33,8.270497816,1.0,4535.47,2208.0
174.42,3.08,138.42,3.08,0.0,521.0,521.0,41.33,8.270497816,1.0,4535.47,4511.0
